ISO3,Location,DataId,Indicator,Value,Precision,DHS_CountryCode,CountryName,SurveyYear,SurveyId,IndicatorId,IndicatorOrder,IndicatorType,CharacteristicId,CharacteristicOrder,CharacteristicCategory,CharacteristicLabel,ByVariableId,ByVariableLabel,IsTotal,IsPreferred,SDRID,RegionId,SurveyYearLabel,SurveyType,DenominatorWeighted,DenominatorUnweighted,CILow,CIHigh,LevelRank
SEN,Centre (>2010),2541401,Number of children 6-59 months tested using microscopy (unweighted),2149,0,SN,Senegal,2014,SN2014DHS,ML_PMAL_C_UNM,125136170,U,444022,1444302,Region,Centre (>2010),0,,0,1,MLPMALCUNM,SNDHS2014444022,2014,DHS,1670,,,,1
SEN,Sud (>2010),3689914,Number of children 6-59 months tested using microscopy (unweighted),1916,0,SN,Senegal,2014,SN2014DHS,ML_PMAL_C_UNM,125136170,U,444024,1444402,Region,Sud (>2010),0,,0,1,MLPMALCUNM,SNDHS2014444024,2014,DHS,956,,,,1
SEN,Nord (>2010),122690,Malaria prevalence according to RDT,0.2,1,SN,Senegal,2015,SN2015DHS,ML_PMAL_C_RDT,125136010,I,444023,1444102,Region,Nord (>2010),0,,0,1,MLPMALCRDT,SNDHS2015444023,2015,DHS,951,1168,0,0.4,1
SEN,Ouest,82120,Malaria prevalence according to RDT,0,1,SN,Senegal,2015,SN2015DHS,ML_PMAL_C_RDT,125136010,I,444001,1444200,Region,Ouest,0,,0,1,MLPMALCRDT,SNDHS2015444001,2015,DHS,1589,824,0,0,1
SEN,Centre (>2010),32934,Malaria prevalence according to RDT,0.6,1,SN,Senegal,2015,SN2015DHS,ML_PMAL_C_RDT,125136010,I,444022,1444302,Region,Centre (>2010),0,,0,1,MLPMALCRDT,SNDHS2015444022,2015,DHS,1891,2227,0.2,0.9,1
SEN,Sud (>2010),1304757,Malaria prevalence according to RDT,2.1,1,SN,Senegal,2015,SN2015DHS,ML_PMAL_C_RDT,125136010,I,444024,1444402,Region,Sud (>2010),0,,0,1,MLPMALCRDT,SNDHS2015444024,2015,DHS,1045,1996,1,3.2,1
SEN,Nord (>2010),5241380,Number of children 6-59 months tested using RDT,951,0,SN,Senegal,2015,SN2015DHS,ML_PMAL_C_NMR,125136060,D,444023,1444102,Region,Nord (>2010),0,,0,1,MLPMALCNMR,SNDHS2015444023,2015,DHS,,1168,,,1
SEN,Ouest,5864374,Number of children 6-59 months tested using RDT,1589,0,SN,Senegal,2015,SN2015DHS,ML_PMAL_C_NMR,125136060,D,444001,1444200,Region,Ouest,0,,0,1,MLPMALCNMR,SNDHS2015444001,2015,DHS,,824,,,1
SEN,Centre (>2010),6072695,Number of children 6-59 months tested using RDT,1891,0,SN,Senegal,2015,SN2015DHS,ML_PMAL_C_NMR,125136060,D,444022,1444302,Region,Centre (>2010),0,,0,1,MLPMALCNMR,SNDHS2015444022,2015,DHS,,2227,,,1
SEN,Sud (>2010),2170253,Number of children 6-59 months tested using RDT,1045,0,SN,Senegal,2015,SN2015DHS,ML_PMAL_C_NMR,125136060,D,444024,1444402,Region,Sud (>2010),0,,0,1,MLPMALCNMR,SNDHS2015444024,2015,DHS,,1996,,,1
SEN,Nord (>2010),3591682,Number of children 6-59 months tested using RDT (unweighted),1168,0,SN,Senegal,2015,SN2015DHS,ML_PMAL_C_UNR,125136070,U,444023,1444102,Region,Nord (>2010),0,,0,1,MLPMALCUNR,SNDHS2015444023,2015,DHS,951,,,,1
SEN,Ouest,2523646,Number of children 6-59 months tested using RDT (unweighted),824,0,SN,Senegal,2015,SN2015DHS,ML_PMAL_C_UNR,125136070,U,444001,1444200,Region,Ouest,0,,0,1,MLPMALCUNR,SNDHS2015444001,2015,DHS,1589,,,,1
SEN,Centre (>2010),2639624,Number of children 6-59 months tested using RDT (unweighted),2227,0,SN,Senegal,2015,SN2015DHS,ML_PMAL_C_UNR,125136070,U,444022,1444302,Region,Centre (>2010),0,,0,1,MLPMALCUNR,SNDHS2015444022,2015,DHS,1891,,,,1
SEN,Sud (>2010),3315178,Number of children 6-59 months tested using RDT (unweighted),1996,0,SN,Senegal,2015,SN2015DHS,ML_PMAL_C_UNR,125136070,U,444024,1444402,Region,Sud (>2010),0,,0,1,MLPMALCUNR,SNDHS2015444024,2015,DHS,1045,,,,1
SEN,Nord (>2010),1267473,Malaria prevalence according to microscopy,0.6,1,SN,Senegal,2015,SN2015DHS,ML_PMAL_C_MSY,125136110,I,444023,1444102,Region,Nord (>2010),0,,0,1,MLPMALCMSY,SNDHS2015444023,2015,DHS,948,1164,0,1.3,1
SEN,Ouest,82117,Malaria prevalence according to microscopy,0.1,1,SN,Senegal,2015,SN2015DHS,ML_PMAL_C_MSY,125136110,I,444001,1444200,Region,Ouest,0,,0,1,MLPMALCMSY,SNDHS2015444001,2015,DHS,1589,824,0,0.2,1
SEN,Centre (>2010),7456545,Malaria prevalence according to microscopy,0.3,1,SN,Senegal,2015,SN2015DHS,ML_PMAL_C_MSY,125136110,I,444022,1444302,Region,Centre (>2010),0,,0,1,MLPMALCMSY,SNDHS2015444022,2015,DHS,1889,2225,0.1,0.5,1
SEN,Sud (>2010),1186054,Malaria prevalence according to microscopy,0.3,1,SN,Senegal,2015,SN2015DHS,ML_PMAL_C_MSY,125136110,I,444024,1444402,Region,Sud (>2010),0,,0,1,MLPMALCMSY,SNDHS2015444024,2015,DHS,1043,1992,0,0.7,1
SEN,Nord (>2010),6044645,Number of children 6-59 months tested using microscopy,948,0,SN,Senegal,2015,SN2015DHS,ML_PMAL_C_NMM,125136160,D,444023,1444102,Region,Nord (>2010),0,,0,1,MLPMALCNMM,SNDHS2015444023,2015,DHS,,1164,,,1
SEN,Ouest,5081007,Number of children 6-59 months tested using microscopy,1589,0,SN,Senegal,2015,SN2015DHS,ML_PMAL_C_NMM,125136160,D,444001,1444200,Region,Ouest,0,,0,1,MLPMALCNMM,SNDHS2015444001,2015,DHS,,824,,,1
SEN,Centre (>2010),6841440,Number of children 6-59 months tested using microscopy,1889,0,SN,Senegal,2015,SN2015DHS,ML_PMAL_C_NMM,125136160,D,444022,1444302,Region,Centre (>2010),0,,0,1,MLPMALCNMM,SNDHS2015444022,2015,DHS,,2225,,,1
SEN,Sud (>2010),2170283,Number of children 6-59 months tested using microscopy,1043,0,SN,Senegal,2015,SN2015DHS,ML_PMAL_C_NMM,125136160,D,444024,1444402,Region,Sud (>2010),0,,0,1,MLPMALCNMM,SNDHS2015444024,2015,DHS,,1992,,,1
SEN,Nord (>2010),3339935,Number of children 6-59 months tested using microscopy (unweighted),1164,0,SN,Senegal,2015,SN2015DHS,ML_PMAL_C_UNM,125136170,U,444023,1444102,Region,Nord (>2010),0,,0,1,MLPMALCUNM,SNDHS2015444023,2015,DHS,948,,,,1
SEN,Ouest,3367244,Number of children 6-59 months tested using microscopy (unweighted),824,0,SN,Senegal,2015,SN2015DHS,ML_PMAL_C_UNM,125136170,U,444001,1444200,Region,Ouest,0,,0,1,MLPMALCUNM,SNDHS2015444001,2015,DHS,1589,,,,1
SEN,Centre (>2010),2442209,Number of children 6-59 months tested using microscopy (unweighted),2225,0,SN,Senegal,2015,SN2015DHS,ML_PMAL_C_UNM,125136170,U,444022,1444302,Region,Centre (>2010),0,,0,1,MLPMALCUNM,SNDHS2015444022,2015,DHS,1889,,,,1
SEN,Sud (>2010),3657289,Number of children 6-59 months tested using microscopy (unweighted),1992,0,SN,Senegal,2015,SN2015DHS,ML_PMAL_C_UNM,125136170,U,444024,1444402,Region,Sud (>2010),0,,0,1,MLPMALCUNM,SNDHS2015444024,2015,DHS,1043,,,,1
SEN,Nord (>2010),159633,Malaria prevalence according to RDT,0.2,1,SN,Senegal,2016,SN2016DHS,ML_PMAL_C_RDT,125136010,I,444023,1444102,Region,Nord (>2010),0,,0,1,MLPMALCRDT,SNDHS2016444023,2016,DHS,959,1208,0,0.5,1
SEN,Ouest,2156354,Malaria prevalence according to RDT,0.1,1,SN,Senegal,2016,SN2016DHS,ML_PMAL_C_RDT,125136010,I,444001,1444200,Region,Ouest,0,,0,1,MLPMALCRDT,SNDHS2016444001,2016,DHS,1665,790,0,0.2,1
SEN,Centre (>2010),30378,Malaria prevalence according to RDT,0.6,1,SN,Senegal,2016,SN2016DHS,ML_PMAL_C_RDT,125136010,I,444022,1444302,Region,Centre (>2010),0,,0,1,MLPMALCRDT,SNDHS2016444022,2016,DHS,1703,2129,0.2,1.1,1
SEN,Sud (>2010),3990367,Malaria prevalence according to RDT,3.6,1,SN,Senegal,2016,SN2016DHS,ML_PMAL_C_RDT,125136010,I,444024,1444402,Region,Sud (>2010),0,,0,1,MLPMALCRDT,SNDHS2016444024,2016,DHS,908,1935,2.2,5,1
SEN,Nord (>2010),2170364,Number of children 6-59 months tested using RDT,959,0,SN,Senegal,2016,SN2016DHS,ML_PMAL_C_NMR,125136060,D,444023,1444102,Region,Nord (>2010),0,,0,1,MLPMALCNMR,SNDHS2016444023,2016,DHS,,1208,,,1
SEN,Ouest,2156342,Number of children 6-59 months tested using RDT,1665,0,SN,Senegal,2016,SN2016DHS,ML_PMAL_C_NMR,125136060,D,444001,1444200,Region,Ouest,0,,0,1,MLPMALCNMR,SNDHS2016444001,2016,DHS,,790,,,1
SEN,Centre (>2010),2156367,Number of children 6-59 months tested using RDT,1703,0,SN,Senegal,2016,SN2016DHS,ML_PMAL_C_NMR,125136060,D,444022,1444302,Region,Centre (>2010),0,,0,1,MLPMALCNMR,SNDHS2016444022,2016,DHS,,2129,,,1
SEN,Sud (>2010),4065012,Number of children 6-59 months tested using RDT,908,0,SN,Senegal,2016,SN2016DHS,ML_PMAL_C_NMR,125136060,D,444024,1444402,Region,Sud (>2010),0,,0,1,MLPMALCNMR,SNDHS2016444024,2016,DHS,,1935,,,1
SEN,Nord (>2010),2170380,Number of children 6-59 months tested using RDT (unweighted),1208,0,SN,Senegal,2016,SN2016DHS,ML_PMAL_C_UNR,125136070,U,444023,1444102,Region,Nord (>2010),0,,0,1,MLPMALCUNR,SNDHS2016444023,2016,DHS,959,,,,1
SEN,Ouest,2156360,Number of children 6-59 months tested using RDT (unweighted),790,0,SN,Senegal,2016,SN2016DHS,ML_PMAL_C_UNR,125136070,U,444001,1444200,Region,Ouest,0,,0,1,MLPMALCUNR,SNDHS2016444001,2016,DHS,1665,,,,1
SEN,Centre (>2010),2569553,Number of children 6-59 months tested using RDT (unweighted),2129,0,SN,Senegal,2016,SN2016DHS,ML_PMAL_C_UNR,125136070,U,444022,1444302,Region,Centre (>2010),0,,0,1,MLPMALCUNR,SNDHS2016444022,2016,DHS,1703,,,,1
SEN,Sud (>2010),3339944,Number of children 6-59 months tested using RDT (unweighted),1935,0,SN,Senegal,2016,SN2016DHS,ML_PMAL_C_UNR,125136070,U,444024,1444402,Region,Sud (>2010),0,,0,1,MLPMALCUNR,SNDHS2016444024,2016,DHS,908,,,,1
SEN,Nord (>2010),15579,Malaria prevalence according to microscopy,0.3,1,SN,Senegal,2016,SN2016DHS,ML_PMAL_C_MSY,125136110,I,444023,1444102,Region,Nord (>2010),0,,0,1,MLPMALCMSY,SNDHS2016444023,2016,DHS,961,1210,0,0.9,1
SEN,Ouest,1263598,Malaria prevalence according to microscopy,0,1,SN,Senegal,2016,SN2016DHS,ML_PMAL_C_MSY,125136110,I,444001,1444200,Region,Ouest,0,,0,1,MLPMALCMSY,SNDHS2016444001,2016,DHS,1665,790,0,0,1
SEN,Centre (>2010),2156566,Malaria prevalence according to microscopy,0.9,1,SN,Senegal,2016,SN2016DHS,ML_PMAL_C_MSY,125136110,I,444022,1444302,Region,Centre (>2010),0,,0,1,MLPMALCMSY,SNDHS2016444022,2016,DHS,1702,2128,0.1,1.6,1
SEN,Sud (>2010),2170411,Malaria prevalence according to microscopy,3.2,1,SN,Senegal,2016,SN2016DHS,ML_PMAL_C_MSY,125136110,I,444024,1444402,Region,Sud (>2010),0,,0,1,MLPMALCMSY,SNDHS2016444024,2016,DHS,909,1936,1.8,4.7,1
SEN,Nord (>2010),4727988,Number of children 6-59 months tested using microscopy,961,0,SN,Senegal,2016,SN2016DHS,ML_PMAL_C_NMM,125136160,D,444023,1444102,Region,Nord (>2010),0,,0,1,MLPMALCNMM,SNDHS2016444023,2016,DHS,,1210,,,1
SEN,Ouest,5701748,Number of children 6-59 months tested using microscopy,1665,0,SN,Senegal,2016,SN2016DHS,ML_PMAL_C_NMM,125136160,D,444001,1444200,Region,Ouest,0,,0,1,MLPMALCNMM,SNDHS2016444001,2016,DHS,,790,,,1
SEN,Centre (>2010),2156371,Number of children 6-59 months tested using microscopy,1702,0,SN,Senegal,2016,SN2016DHS,ML_PMAL_C_NMM,125136160,D,444022,1444302,Region,Centre (>2010),0,,0,1,MLPMALCNMM,SNDHS2016444022,2016,DHS,,2128,,,1
SEN,Sud (>2010),2170400,Number of children 6-59 months tested using microscopy,909,0,SN,Senegal,2016,SN2016DHS,ML_PMAL_C_NMM,125136160,D,444024,1444402,Region,Sud (>2010),0,,0,1,MLPMALCNMM,SNDHS2016444024,2016,DHS,,1936,,,1
SEN,Nord (>2010),2730812,Number of children 6-59 months tested using microscopy (unweighted),1210,0,SN,Senegal,2016,SN2016DHS,ML_PMAL_C_UNM,125136170,U,444023,1444102,Region,Nord (>2010),0,,0,1,MLPMALCUNM,SNDHS2016444023,2016,DHS,961,,,,1
SEN,Ouest,2156399,Number of children 6-59 months tested using microscopy (unweighted),790,0,SN,Senegal,2016,SN2016DHS,ML_PMAL_C_UNM,125136170,U,444001,1444200,Region,Ouest,0,,0,1,MLPMALCUNM,SNDHS2016444001,2016,DHS,1665,,,,1
SEN,Centre (>2010),2156409,Number of children 6-59 months tested using microscopy (unweighted),2128,0,SN,Senegal,2016,SN2016DHS,ML_PMAL_C_UNM,125136170,U,444022,1444302,Region,Centre (>2010),0,,0,1,MLPMALCUNM,SNDHS2016444022,2016,DHS,1702,,,,1
SEN,Sud (>2010),2170418,Number of children 6-59 months tested using microscopy (unweighted),1936,0,SN,Senegal,2016,SN2016DHS,ML_PMAL_C_UNM,125136170,U,444024,1444402,Region,Sud (>2010),0,,0,1,MLPMALCUNM,SNDHS2016444024,2016,DHS,909,,,,1
SEN,Nord et Est,100863,Malaria prevalence according to RDT,2.8,1,SN,Senegal,2017,SN2017DHS,ML_PMAL_C_RDT,125136010,I,444016,1444100,Region,Nord et Est,0,,0,1,MLPMALCRDT,SNDHS2017444016,2017,DHS,1783,3038,0.7,4.9,
SEN,Saint Louis,40035,Malaria prevalence according to RDT,0,1,SN,Senegal,2017,SN2017DHS,ML_PMAL_C_RDT,125136010,I,444018,1444110,Region,..Saint Louis,0,,0,1,MLPMALCRDT,SNDHS2017444018,2017,DHS,636,676,0,0,1
SEN,Louga,1195900,Malaria prevalence according to RDT,0,1,SN,Senegal,2017,SN2017DHS,ML_PMAL_C_RDT,125136010,I,444009,1444120,Region,..Louga,0,,0,1,MLPMALCRDT,SNDHS2017444009,2017,DHS,680,767,0,0,1
SEN,Matam,1179808,Malaria prevalence according to RDT,0.1,1,SN,Senegal,2017,SN2017DHS,ML_PMAL_C_RDT,125136010,I,444017,1444130,Region,..Matam,0,,0,1,MLPMALCRDT,SNDHS2017444017,2017,DHS,405,814,0,0.3,1
SEN,Ouest,47711,Malaria prevalence according to RDT,0.1,1,SN,Senegal,2017,SN2017DHS,ML_PMAL_C_RDT,125136010,I,444001,1444200,Region,Ouest,0,,0,1,MLPMALCRDT,SNDHS2017444001,2017,DHS,3095,1478,0,0.3,
SEN,Dakar,1243985,Malaria prevalence according to RDT,0.2,1,SN,Senegal,2017,SN2017DHS,ML_PMAL_C_RDT,125136010,I,444002,1444210,Region,..Dakar,0,,0,1,MLPMALCRDT,SNDHS2017444002,2017,DHS,1836,654,0,0.6,1
SEN,Thiès,6318901,Malaria prevalence according to RDT,0,1,SN,Senegal,2017,SN2017DHS,ML_PMAL_C_RDT,125136010,I,444003,1444220,Region,..Thiès,0,,0,1,MLPMALCRDT,SNDHS2017444003,2017,DHS,1258,824,0,0,1
SEN,Centre,15233,Malaria prevalence according to RDT,0.5,1,SN,Senegal,2017,SN2017DHS,ML_PMAL_C_RDT,125136010,I,444004,1444300,Region,Centre,0,,0,1,MLPMALCRDT,SNDHS2017444004,2017,DHS,3721,4131,0.1,0.9,
SEN,Diourbel,5864673,Malaria prevalence according to RDT,0.2,1,SN,Senegal,2017,SN2017DHS,ML_PMAL_C_RDT,125136010,I,444005,1444310,Region,..Diourbel,0,,0,1,MLPMALCRDT,SNDHS2017444005,2017,DHS,1294,916,0,0.5,1
SEN,Fatick,4616610,Malaria prevalence according to RDT,0.4,1,SN,Senegal,2017,SN2017DHS,ML_PMAL_C_RDT,125136010,I,444010,1444315,Region,..Fatick,0,,0,1,MLPMALCRDT,SNDHS2017444010,2017,DHS,521,783,0,1.3,1
SEN,Kaolack (2005),38131,Malaria prevalence according to RDT,1,1,SN,Senegal,2017,SN2017DHS,ML_PMAL_C_RDT,125136010,I,444006,1444320,Region,..Kaolack (2005),0,,0,1,MLPMALCRDT,SNDHS2017444006,2017,DHS,1227,1665,0,2.1,
SEN,..Kaffrine,5950048,Malaria prevalence according to RDT,0.2,1,SN,Senegal,2017,SN2017DHS,ML_PMAL_C_RDT,125136010,I,444007,1444330,Region,....Kaffrine,0,,0,1,MLPMALCRDT,SNDHS2017444007,2017,DHS,558,1006,0,0.5,1
SEN,..Kaolack (2010),2306972,Malaria prevalence according to RDT,1.8,1,SN,Senegal,2017,SN2017DHS,ML_PMAL_C_RDT,125136010,I,444008,1444340,Region,....Kaolack (2010),0,,0,1,MLPMALCRDT,SNDHS2017444008,2017,DHS,669,659,0,3.6,1
SEN,Sud,1304790,Malaria prevalence according to RDT,1.3,1,SN,Senegal,2017,SN2017DHS,ML_PMAL_C_RDT,125136010,I,444011,1444400,Region,Sud,0,,0,1,MLPMALCRDT,SNDHS2017444011,2017,DHS,1264,2200,0.4,2.2,
SEN,Ziguinchor,5059490,Malaria prevalence according to RDT,0,1,SN,Senegal,2017,SN2017DHS,ML_PMAL_C_RDT,125136010,I,444012,1444410,Region,..Ziguinchor,0,,0,1,MLPMALCRDT,SNDHS2017444012,2017,DHS,368,559,0,0,1
SEN,Kolda (2005),71595,Malaria prevalence according to RDT,1.8,1,SN,Senegal,2017,SN2017DHS,ML_PMAL_C_RDT,125136010,I,444013,1444420,Region,..Kolda (2005),0,,0,1,MLPMALCRDT,SNDHS2017444013,2017,DHS,897,1641,0.6,3,
SEN,..Sédhiou,7488452,Malaria prevalence according to RDT,0.2,1,SN,Senegal,2017,SN2017DHS,ML_PMAL_C_RDT,125136010,I,444014,1444430,Region,....Sédhiou,0,,0,1,MLPMALCRDT,SNDHS2017444014,2017,DHS,365,840,0,0.5,1
SEN,..Kolda (2010),6220236,Malaria prevalence according to RDT,2.9,1,SN,Senegal,2017,SN2017DHS,ML_PMAL_C_RDT,125136010,I,444015,1444440,Region,....Kolda (2010),0,,0,1,MLPMALCRDT,SNDHS2017444015,2017,DHS,532,801,0.9,5,1
SEN,Tambacounda (2005),1256819,Malaria prevalence according to RDT,6.6,1,SN,Senegal,2017,SN2017DHS,ML_PMAL_C_RDT,125136010,I,444019,1444480,Region,..Tambacounda (2005),0,,0,1,MLPMALCRDT,SNDHS2017444019,2017,DHS,742,1548,1.8,11.4,
SEN,..Kédougou,40221,Malaria prevalence according to RDT,15.3,1,SN,Senegal,2017,SN2017DHS,ML_PMAL_C_RDT,125136010,I,444020,1444490,Region,....Kédougou,0,,0,1,MLPMALCRDT,SNDHS2017444020,2017,DHS,127,631,6.6,24,1
SEN,..Tambacounda (2010),31029,Malaria prevalence according to RDT,4.8,1,SN,Senegal,2017,SN2017DHS,ML_PMAL_C_RDT,125136010,I,444021,1444500,Region,....Tambacounda (2010),0,,0,1,MLPMALCRDT,SNDHS2017444021,2017,DHS,615,917,0,10.2,1
SEN,Nord et Est,2149918,Number of children 6-59 months tested using RDT,1783,0,SN,Senegal,2017,SN2017DHS,ML_PMAL_C_NMR,125136060,D,444016,1444100,Region,Nord et Est,0,,0,1,MLPMALCNMR,SNDHS2017444016,2017,DHS,,3038,,,
SEN,Saint Louis,2149889,Number of children 6-59 months tested using RDT,636,0,SN,Senegal,2017,SN2017DHS,ML_PMAL_C_NMR,125136060,D,444018,1444110,Region,..Saint Louis,0,,0,1,MLPMALCNMR,SNDHS2017444018,2017,DHS,,676,,,1
SEN,Louga,7407367,Number of children 6-59 months tested using RDT,680,0,SN,Senegal,2017,SN2017DHS,ML_PMAL_C_NMR,125136060,D,444009,1444120,Region,..Louga,0,,0,1,MLPMALCNMR,SNDHS2017444009,2017,DHS,,767,,,1
SEN,Matam,4374249,Number of children 6-59 months tested using RDT,405,0,SN,Senegal,2017,SN2017DHS,ML_PMAL_C_NMR,125136060,D,444017,1444130,Region,..Matam,0,,0,1,MLPMALCNMR,SNDHS2017444017,2017,DHS,,814,,,1
SEN,Ouest,6735719,Number of children 6-59 months tested using RDT,3095,0,SN,Senegal,2017,SN2017DHS,ML_PMAL_C_NMR,125136060,D,444001,1444200,Region,Ouest,0,,0,1,MLPMALCNMR,SNDHS2017444001,2017,DHS,,1478,,,
SEN,Dakar,6888132,Number of children 6-59 months tested using RDT,1836,0,SN,Senegal,2017,SN2017DHS,ML_PMAL_C_NMR,125136060,D,444002,1444210,Region,..Dakar,0,,0,1,MLPMALCNMR,SNDHS2017444002,2017,DHS,,654,,,1
SEN,Thiès,6349284,Number of children 6-59 months tested using RDT,1258,0,SN,Senegal,2017,SN2017DHS,ML_PMAL_C_NMR,125136060,D,444003,1444220,Region,..Thiès,0,,0,1,MLPMALCNMR,SNDHS2017444003,2017,DHS,,824,,,1
SEN,Centre,2149884,Number of children 6-59 months tested using RDT,3721,0,SN,Senegal,2017,SN2017DHS,ML_PMAL_C_NMR,125136060,D,444004,1444300,Region,Centre,0,,0,1,MLPMALCNMR,SNDHS2017444004,2017,DHS,,4131,,,
SEN,Diourbel,5951112,Number of children 6-59 months tested using RDT,1294,0,SN,Senegal,2017,SN2017DHS,ML_PMAL_C_NMR,125136060,D,444005,1444310,Region,..Diourbel,0,,0,1,MLPMALCNMR,SNDHS2017444005,2017,DHS,,916,,,1
SEN,Fatick,4584371,Number of children 6-59 months tested using RDT,521,0,SN,Senegal,2017,SN2017DHS,ML_PMAL_C_NMR,125136060,D,444010,1444315,Region,..Fatick,0,,0,1,MLPMALCNMR,SNDHS2017444010,2017,DHS,,783,,,1
SEN,Kaolack (2005),2149873,Number of children 6-59 months tested using RDT,1227,0,SN,Senegal,2017,SN2017DHS,ML_PMAL_C_NMR,125136060,D,444006,1444320,Region,..Kaolack (2005),0,,0,1,MLPMALCNMR,SNDHS2017444006,2017,DHS,,1665,,,
SEN,..Kaffrine,5864246,Number of children 6-59 months tested using RDT,558,0,SN,Senegal,2017,SN2017DHS,ML_PMAL_C_NMR,125136060,D,444007,1444330,Region,....Kaffrine,0,,0,1,MLPMALCNMR,SNDHS2017444007,2017,DHS,,1006,,,1
SEN,..Kaolack (2010),2163947,Number of children 6-59 months tested using RDT,669,0,SN,Senegal,2017,SN2017DHS,ML_PMAL_C_NMR,125136060,D,444008,1444340,Region,....Kaolack (2010),0,,0,1,MLPMALCNMR,SNDHS2017444008,2017,DHS,,659,,,1
SEN,Sud,7343798,Number of children 6-59 months tested using RDT,1264,0,SN,Senegal,2017,SN2017DHS,ML_PMAL_C_NMR,125136060,D,444011,1444400,Region,Sud,0,,0,1,MLPMALCNMR,SNDHS2017444011,2017,DHS,,2200,,,
SEN,Ziguinchor,5116816,Number of children 6-59 months tested using RDT,368,0,SN,Senegal,2017,SN2017DHS,ML_PMAL_C_NMR,125136060,D,444012,1444410,Region,..Ziguinchor,0,,0,1,MLPMALCNMR,SNDHS2017444012,2017,DHS,,559,,,1
SEN,Kolda (2005),2156795,Number of children 6-59 months tested using RDT,897,0,SN,Senegal,2017,SN2017DHS,ML_PMAL_C_NMR,125136060,D,444013,1444420,Region,..Kolda (2005),0,,0,1,MLPMALCNMR,SNDHS2017444013,2017,DHS,,1641,,,
SEN,..Sédhiou,2163971,Number of children 6-59 months tested using RDT,365,0,SN,Senegal,2017,SN2017DHS,ML_PMAL_C_NMR,125136060,D,444014,1444430,Region,....Sédhiou,0,,0,1,MLPMALCNMR,SNDHS2017444014,2017,DHS,,840,,,1
SEN,..Kolda (2010),1246527,Number of children 6-59 months tested using RDT,532,0,SN,Senegal,2017,SN2017DHS,ML_PMAL_C_NMR,125136060,D,444015,1444440,Region,....Kolda (2010),0,,0,1,MLPMALCNMR,SNDHS2017444015,2017,DHS,,801,,,1
SEN,Tambacounda (2005),5361335,Number of children 6-59 months tested using RDT,742,0,SN,Senegal,2017,SN2017DHS,ML_PMAL_C_NMR,125136060,D,444019,1444480,Region,..Tambacounda (2005),0,,0,1,MLPMALCNMR,SNDHS2017444019,2017,DHS,,1548,,,
